"BehaviorSpace results (NetLogo 6.0.1)"
"Diffusion-chrizbo.nlogo"
"social-influence-experiment"
"07/23/2017 13:43:07:963 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","num-agents","network","social-influence","broadcast-influence","[step]","count turtles with [ adopted? ]","count regulars with [ adopted? ]","count influentials with [ adopted? ]"
"51","100","""random""","0.6","0.05","22","98","89","9"
"51","100","""random""","0.6","0.05","23","99","90","9"
"51","100","""random""","0.6","0.05","24","99","90","9"
"51","100","""random""","0.6","0.05","25","99","90","9"
"51","100","""random""","0.6","0.05","26","99","90","9"
"50","100","""random""","0.5","0.05","10","76","69","7"
"53","100","""random""","0.6","0.05","0","0","0","0"
"51","100","""random""","0.6","0.05","27","99","90","9"
"51","100","""random""","0.6","0.05","28","99","90","9"
"51","100","""random""","0.6","0.05","29","100","90","10"
"50","100","""random""","0.5","0.05","11","79","72","7"
"52","100","""random""","0.6","0.05","0","0","0","0"
"53","100","""random""","0.6","0.05","1","4","3","1"
"50","100","""random""","0.5","0.05","12","84","77","7"
"50","100","""random""","0.5","0.05","13","89","81","8"
"50","100","""random""","0.5","0.05","14","89","81","8"
"53","100","""random""","0.6","0.05","2","13","11","2"
"50","100","""random""","0.5","0.05","15","92","84","8"
"50","100","""random""","0.5","0.05","16","94","86","8"
"50","100","""random""","0.5","0.05","17","95","87","8"
"52","100","""random""","0.6","0.05","1","7","4","3"
"53","100","""random""","0.6","0.05","3","22","20","2"
"50","100","""random""","0.5","0.05","18","95","87","8"
"50","100","""random""","0.5","0.05","19","96","88","8"
"50","100","""random""","0.5","0.05","20","97","89","8"
"50","100","""random""","0.5","0.05","21","97","89","8"
"52","100","""random""","0.6","0.05","2","22","18","4"
"50","100","""random""","0.5","0.05","22","97","89","8"
"50","100","""random""","0.5","0.05","23","98","89","9"
"50","100","""random""","0.5","0.05","24","98","89","9"
"50","100","""random""","0.5","0.05","25","98","89","9"
"53","100","""random""","0.6","0.05","4","27","24","3"
"52","100","""random""","0.6","0.05","3","32","28","4"
"50","100","""random""","0.5","0.05","26","99","90","9"
"50","100","""random""","0.5","0.05","27","99","90","9"
"50","100","""random""","0.5","0.05","28","99","90","9"
"53","100","""random""","0.6","0.05","5","33","30","3"
"50","100","""random""","0.5","0.05","29","100","90","10"
"52","100","""random""","0.6","0.05","4","45","39","6"
"53","100","""random""","0.6","0.05","6","50","45","5"
"52","100","""random""","0.6","0.05","5","53","46","7"
"53","100","""random""","0.6","0.05","7","58","53","5"
"52","100","""random""","0.6","0.05","6","65","57","8"
"52","100","""random""","0.6","0.05","7","69","61","8"
"53","100","""random""","0.6","0.05","8","64","59","5"
"52","100","""random""","0.6","0.05","8","72","64","8"
"53","100","""random""","0.6","0.05","9","69","63","6"
"52","100","""random""","0.6","0.05","9","80","72","8"
"52","100","""random""","0.6","0.05","10","86","78","8"
"53","100","""random""","0.6","0.05","10","70","63","7"
"52","100","""random""","0.6","0.05","11","87","79","8"
"53","100","""random""","0.6","0.05","11","76","69","7"
"52","100","""random""","0.6","0.05","12","89","81","8"
"52","100","""random""","0.6","0.05","13","91","83","8"
"53","100","""random""","0.6","0.05","12","83","76","7"
"52","100","""random""","0.6","0.05","14","92","84","8"
"53","100","""random""","0.6","0.05","13","90","83","7"
"52","100","""random""","0.6","0.05","15","93","85","8"
"53","100","""random""","0.6","0.05","14","94","87","7"
"52","100","""random""","0.6","0.05","16","95","87","8"
"52","100","""random""","0.6","0.05","17","96","87","9"
"53","100","""random""","0.6","0.05","15","95","87","8"
"52","100","""random""","0.6","0.05","18","98","89","9"
"53","100","""random""","0.6","0.05","16","97","88","9"
"52","100","""random""","0.6","0.05","19","98","89","9"
"53","100","""random""","0.6","0.05","17","97","88","9"
"52","100","""random""","0.6","0.05","20","98","89","9"
"53","100","""random""","0.6","0.05","18","97","88","9"
"52","100","""random""","0.6","0.05","21","98","89","9"
"53","100","""random""","0.6","0.05","19","97","88","9"
"52","100","""random""","0.6","0.05","22","98","89","9"
"52","100","""random""","0.6","0.05","23","99","90","9"
"53","100","""random""","0.6","0.05","20","97","88","9"
"52","100","""random""","0.6","0.05","24","99","90","9"
"54","100","""random""","0.6","0.05","0","0","0","0"
"53","100","""random""","0.6","0.05","21","97","88","9"
"52","100","""random""","0.6","0.05","25","99","90","9"
"53","100","""random""","0.6","0.05","22","97","88","9"
"52","100","""random""","0.6","0.05","26","99","90","9"
"53","100","""random""","0.6","0.05","23","98","88","10"
"52","100","""random""","0.6","0.05","27","99","90","9"
"53","100","""random""","0.6","0.05","24","99","89","10"
"52","100","""random""","0.6","0.05","28","99","90","9"
"52","100","""random""","0.6","0.05","29","99","90","9"
"53","100","""random""","0.6","0.05","25","99","89","10"
"52","100","""random""","0.6","0.05","30","99","90","9"
"53","100","""random""","0.6","0.05","26","99","89","10"
"52","100","""random""","0.6","0.05","31","99","90","9"
"53","100","""random""","0.6","0.05","27","100","90","10"
"54","100","""random""","0.6","0.05","1","6","5","1"
"52","100","""random""","0.6","0.05","32","99","90","9"
"52","100","""random""","0.6","0.05","33","99","90","9"
"52","100","""random""","0.6","0.05","34","99","90","9"
"52","100","""random""","0.6","0.05","35","99","90","9"
"52","100","""random""","0.6","0.05","36","99","90","9"
"52","100","""random""","0.6","0.05","37","99","90","9"
"54","100","""random""","0.6","0.05","2","25","19","6"
"52","100","""random""","0.6","0.05","38","99","90","9"
"52","100","""random""","0.6","0.05","39","99","90","9"
"52","100","""random""","0.6","0.05","40","100","90","10"
"54","100","""random""","0.6","0.05","3","41","35","6"
"54","100","""random""","0.6","0.05","4","51","45","6"
"54","100","""random""","0.6","0.05","5","61","54","7"
"54","100","""random""","0.6","0.05","6","66","59","7"
"54","100","""random""","0.6","0.05","7","73","66","7"
"54","100","""random""","0.6","0.05","8","77","70","7"
"54","100","""random""","0.6","0.05","9","83","76","7"
"54","100","""random""","0.6","0.05","10","84","77","7"
"54","100","""random""","0.6","0.05","11","86","79","7"
"54","100","""random""","0.6","0.05","12","89","82","7"
"54","100","""random""","0.6","0.05","13","90","83","7"
"54","100","""random""","0.6","0.05","14","93","85","8"
"54","100","""random""","0.6","0.05","15","94","86","8"
"54","100","""random""","0.6","0.05","16","95","87","8"
"54","100","""random""","0.6","0.05","17","96","88","8"
"54","100","""random""","0.6","0.05","18","97","89","8"
"54","100","""random""","0.6","0.05","19","99","90","9"
"54","100","""random""","0.6","0.05","20","99","90","9"
"55","100","""random""","0.6","0.05","0","0","0","0"
"54","100","""random""","0.6","0.05","21","99","90","9"
"54","100","""random""","0.6","0.05","22","99","90","9"
"54","100","""random""","0.6","0.05","23","99","90","9"
"54","100","""random""","0.6","0.05","24","99","90","9"
"54","100","""random""","0.6","0.05","25","99","90","9"
"54","100","""random""","0.6","0.05","26","99","90","9"
"54","100","""random""","0.6","0.05","27","99","90","9"
"54","100","""random""","0.6","0.05","28","100","90","10"
"55","100","""random""","0.6","0.05","1","6","6","0"
"55","100","""random""","0.6","0.05","2","15","14","1"
"55","100","""random""","0.6","0.05","3","23","22","1"
"55","100","""random""","0.6","0.05","4","31","30","1"
"55","100","""random""","0.6","0.05","5","40","39","1"
"55","100","""random""","0.6","0.05","6","52","50","2"
"55","100","""random""","0.6","0.05","7","65","62","3"
"55","100","""random""","0.6","0.05","8","76","71","5"
"55","100","""random""","0.6","0.05","9","82","75","7"
"55","100","""random""","0.6","0.05","10","85","77","8"
"55","100","""random""","0.6","0.05","11","89","81","8"
"55","100","""random""","0.6","0.05","12","92","84","8"
"56","100","""random""","0.6","0.05","0","0","0","0"
"55","100","""random""","0.6","0.05","13","93","84","9"
"55","100","""random""","0.6","0.05","14","96","86","10"
"55","100","""random""","0.6","0.05","15","98","88","10"
"56","100","""random""","0.6","0.05","1","6","6","0"
"55","100","""random""","0.6","0.05","16","98","88","10"
"55","100","""random""","0.6","0.05","17","98","88","10"
"55","100","""random""","0.6","0.05","18","98","88","10"
"56","100","""random""","0.6","0.05","2","19","19","0"
"55","100","""random""","0.6","0.05","19","98","88","10"
"55","100","""random""","0.6","0.05","20","98","88","10"
"57","100","""random""","0.6","0.05","0","0","0","0"
"56","100","""random""","0.6","0.05","3","26","26","0"
"55","100","""random""","0.6","0.05","21","98","88","10"
"56","100","""random""","0.6","0.05","4","38","38","0"
"55","100","""random""","0.6","0.05","22","98","88","10"
"57","100","""random""","0.6","0.05","1","5","5","0"
"55","100","""random""","0.6","0.05","23","98","88","10"
"55","100","""random""","0.6","0.05","24","98","88","10"
"56","100","""random""","0.6","0.05","5","44","44","0"
"55","100","""random""","0.6","0.05","25","99","89","10"
"55","100","""random""","0.6","0.05","26","99","89","10"
"55","100","""random""","0.6","0.05","27","100","90","10"
"57","100","""random""","0.6","0.05","2","7","7","0"
"56","100","""random""","0.6","0.05","6","52","51","1"
"56","100","""random""","0.6","0.05","7","62","61","1"
"56","100","""random""","0.6","0.05","8","68","67","1"
"57","100","""random""","0.6","0.05","3","12","12","0"
"56","100","""random""","0.6","0.05","9","71","70","1"
"56","100","""random""","0.6","0.05","10","76","75","1"
"56","100","""random""","0.6","0.05","11","77","76","1"
"57","100","""random""","0.6","0.05","4","14","14","0"
"56","100","""random""","0.6","0.05","12","80","78","2"
"56","100","""random""","0.6","0.05","13","88","86","2"
"57","100","""random""","0.6","0.05","5","20","20","0"
"56","100","""random""","0.6","0.05","14","89","86","3"
"56","100","""random""","0.6","0.05","15","89","86","3"
"56","100","""random""","0.6","0.05","16","90","86","4"
"56","100","""random""","0.6","0.05","17","90","86","4"
"56","100","""random""","0.6","0.05","18","91","86","5"
"57","100","""random""","0.6","0.05","6","26","26","0"
"56","100","""random""","0.6","0.05","19","94","88","6"
"56","100","""random""","0.6","0.05","20","95","89","6"
"56","100","""random""","0.6","0.05","21","95","89","6"
"56","100","""random""","0.6","0.05","22","95","89","6"
"58","100","""random""","0.6","0.05","0","0","0","0"
"56","100","""random""","0.6","0.05","23","96","90","6"
"57","100","""random""","0.6","0.05","7","34","34","0"
"56","100","""random""","0.6","0.05","24","96","90","6"
"56","100","""random""","0.6","0.05","25","96","90","6"
"56","100","""random""","0.6","0.05","26","96","90","6"
"56","100","""random""","0.6","0.05","27","96","90","6"
"56","100","""random""","0.6","0.05","28","96","90","6"
"56","100","""random""","0.6","0.05","29","97","90","7"
"57","100","""random""","0.6","0.05","8","38","38","0"
"56","100","""random""","0.6","0.05","30","97","90","7"
"56","100","""random""","0.6","0.05","31","97","90","7"
"56","100","""random""","0.6","0.05","32","98","90","8"
"56","100","""random""","0.6","0.05","33","98","90","8"
"56","100","""random""","0.6","0.05","34","98","90","8"
"56","100","""random""","0.6","0.05","35","98","90","8"
"57","100","""random""","0.6","0.05","9","43","43","0"
"56","100","""random""","0.6","0.05","36","98","90","8"
"56","100","""random""","0.6","0.05","37","98","90","8"
"56","100","""random""","0.6","0.05","38","98","90","8"
"56","100","""random""","0.6","0.05","39","98","90","8"
"57","100","""random""","0.6","0.05","10","49","49","0"
"56","100","""random""","0.6","0.05","40","98","90","8"
"56","100","""random""","0.6","0.05","41","98","90","8"
"56","100","""random""","0.6","0.05","42","98","90","8"
"56","100","""random""","0.6","0.05","43","98","90","8"
"56","100","""random""","0.6","0.05","44","98","90","8"
"57","100","""random""","0.6","0.05","11","56","55","1"
"56","100","""random""","0.6","0.05","45","98","90","8"
"56","100","""random""","0.6","0.05","46","98","90","8"
"56","100","""random""","0.6","0.05","47","98","90","8"
"56","100","""random""","0.6","0.05","48","98","90","8"
"56","100","""random""","0.6","0.05","49","98","90","8"
"57","100","""random""","0.6","0.05","12","64","63","1"
"56","100","""random""","0.6","0.05","50","98","90","8"
"56","100","""random""","0.6","0.05","51","98","90","8"
"56","100","""random""","0.6","0.05","52","98","90","8"
"57","100","""random""","0.6","0.05","13","67","66","1"
"56","100","""random""","0.6","0.05","53","98","90","8"
"56","100","""random""","0.6","0.05","54","98","90","8"
"56","100","""random""","0.6","0.05","55","98","90","8"
"56","100","""random""","0.6","0.05","56","98","90","8"
"56","100","""random""","0.6","0.05","57","98","90","8"
"57","100","""random""","0.6","0.05","14","68","67","1"
"56","100","""random""","0.6","0.05","58","98","90","8"
"56","100","""random""","0.6","0.05","59","98","90","8"
"59","100","""random""","0.6","0.05","0","0","0","0"
"56","100","""random""","0.6","0.05","60","98","90","8"
"57","100","""random""","0.6","0.05","15","71","70","1"
"56","100","""random""","0.6","0.05","61","98","90","8"
"56","100","""random""","0.6","0.05","62","98","90","8"
"56","100","""random""","0.6","0.05","63","98","90","8"
"57","100","""random""","0.6","0.05","16","81","77","4"
"56","100","""random""","0.6","0.05","64","98","90","8"
"56","100","""random""","0.6","0.05","65","98","90","8"
"56","100","""random""","0.6","0.05","66","98","90","8"
"57","100","""random""","0.6","0.05","17","84","80","4"
"56","100","""random""","0.6","0.05","67","98","90","8"
"56","100","""random""","0.6","0.05","68","98","90","8"
"57","100","""random""","0.6","0.05","18","88","83","5"
"56","100","""random""","0.6","0.05","69","98","90","8"
"56","100","""random""","0.6","0.05","70","99","90","9"
"57","100","""random""","0.6","0.05","19","91","84","7"
"56","100","""random""","0.6","0.05","71","99","90","9"
"58","100","""random""","0.6","0.05","1","6","5","1"
"56","100","""random""","0.6","0.05","72","99","90","9"
"57","100","""random""","0.6","0.05","20","92","85","7"
"56","100","""random""","0.6","0.05","73","99","90","9"
"57","100","""random""","0.6","0.05","21","93","86","7"
"56","100","""random""","0.6","0.05","74","99","90","9"
"56","100","""random""","0.6","0.05","75","99","90","9"
"57","100","""random""","0.6","0.05","22","93","86","7"
"56","100","""random""","0.6","0.05","76","99","90","9"
"57","100","""random""","0.6","0.05","23","93","86","7"
"56","100","""random""","0.6","0.05","77","99","90","9"
"59","100","""random""","0.6","0.05","1","6","6","0"
"56","100","""random""","0.6","0.05","78","99","90","9"
"57","100","""random""","0.6","0.05","24","95","88","7"
"56","100","""random""","0.6","0.05","79","99","90","9"
"57","100","""random""","0.6","0.05","25","96","88","8"
"56","100","""random""","0.6","0.05","80","99","90","9"
"57","100","""random""","0.6","0.05","26","96","88","8"
"56","100","""random""","0.6","0.05","81","99","90","9"
"57","100","""random""","0.6","0.05","27","96","88","8"
"56","100","""random""","0.6","0.05","82","99","90","9"
"56","100","""random""","0.6","0.05","83","99","90","9"
"57","100","""random""","0.6","0.05","28","97","89","8"
"56","100","""random""","0.6","0.05","84","99","90","9"
"57","100","""random""","0.6","0.05","29","97","89","8"
"56","100","""random""","0.6","0.05","85","99","90","9"
"57","100","""random""","0.6","0.05","30","97","89","8"
"56","100","""random""","0.6","0.05","86","99","90","9"
"57","100","""random""","0.6","0.05","31","98","90","8"
"58","100","""random""","0.6","0.05","2","10","9","1"
"56","100","""random""","0.6","0.05","87","99","90","9"
"57","100","""random""","0.6","0.05","32","98","90","8"
"56","100","""random""","0.6","0.05","88","99","90","9"
"57","100","""random""","0.6","0.05","33","98","90","8"
"56","100","""random""","0.6","0.05","89","99","90","9"
"57","100","""random""","0.6","0.05","34","98","90","8"
"56","100","""random""","0.6","0.05","90","99","90","9"
"57","100","""random""","0.6","0.05","35","98","90","8"
"56","100","""random""","0.6","0.05","91","99","90","9"
"57","100","""random""","0.6","0.05","36","98","90","8"
"56","100","""random""","0.6","0.05","92","99","90","9"
"57","100","""random""","0.6","0.05","37","98","90","8"
"56","100","""random""","0.6","0.05","93","99","90","9"
"57","100","""random""","0.6","0.05","38","98","90","8"
"56","100","""random""","0.6","0.05","94","99","90","9"
"57","100","""random""","0.6","0.05","39","99","90","9"
"58","100","""random""","0.6","0.05","3","23","20","3"
"56","100","""random""","0.6","0.05","95","100","90","10"
"57","100","""random""","0.6","0.05","40","99","90","9"
"57","100","""random""","0.6","0.05","41","99","90","9"
"57","100","""random""","0.6","0.05","42","99","90","9"
"57","100","""random""","0.6","0.05","43","99","90","9"
"57","100","""random""","0.6","0.05","44","99","90","9"
"57","100","""random""","0.6","0.05","45","99","90","9"
"57","100","""random""","0.6","0.05","46","99","90","9"
"57","100","""random""","0.6","0.05","47","99","90","9"
"57","100","""random""","0.6","0.05","48","99","90","9"
"57","100","""random""","0.6","0.05","49","99","90","9"
"57","100","""random""","0.6","0.05","50","99","90","9"
"57","100","""random""","0.6","0.05","51","99","90","9"
"57","100","""random""","0.6","0.05","52","99","90","9"
"57","100","""random""","0.6","0.05","53","99","90","9"
"57","100","""random""","0.6","0.05","54","99","90","9"
"57","100","""random""","0.6","0.05","55","99","90","9"
"57","100","""random""","0.6","0.05","56","99","90","9"
"57","100","""random""","0.6","0.05","57","99","90","9"
"57","100","""random""","0.6","0.05","58","99","90","9"
"57","100","""random""","0.6","0.05","59","99","90","9"
"57","100","""random""","0.6","0.05","60","99","90","9"
"57","100","""random""","0.6","0.05","61","99","90","9"
"57","100","""random""","0.6","0.05","62","99","90","9"
"57","100","""random""","0.6","0.05","63","99","90","9"
"57","100","""random""","0.6","0.05","64","99","90","9"
"57","100","""random""","0.6","0.05","65","99","90","9"
"57","100","""random""","0.6","0.05","66","99","90","9"
"57","100","""random""","0.6","0.05","67","99","90","9"
"57","100","""random""","0.6","0.05","68","99","90","9"
"57","100","""random""","0.6","0.05","69","99","90","9"
"57","100","""random""","0.6","0.05","70","99","90","9"
"57","100","""random""","0.6","0.05","71","100","90","10"
"58","100","""random""","0.6","0.05","4","33","28","5"
"60","100","""random""","0.6","0.05","0","0","0","0"
"60","100","""random""","0.6","0.05","1","3","3","0"
"60","100","""random""","0.6","0.05","2","15","12","3"
"60","100","""random""","0.6","0.05","3","37","32","5"
"60","100","""random""","0.6","0.05","4","50","45","5"
"61","100","""random""","0.7","0.05","0","0","0","0"
"60","100","""random""","0.6","0.05","5","56","51","5"
"58","100","""random""","0.6","0.05","5","41","35","6"
"61","100","""random""","0.7","0.05","1","2","2","0"
"60","100","""random""","0.6","0.05","6","64","58","6"
"60","100","""random""","0.6","0.05","7","77","68","9"
"61","100","""random""","0.7","0.05","2","8","8","0"
"60","100","""random""","0.6","0.05","8","85","76","9"
"60","100","""random""","0.6","0.05","9","88","78","10"
"60","100","""random""","0.6","0.05","10","92","82","10"
"60","100","""random""","0.6","0.05","11","97","87","10"
"61","100","""random""","0.7","0.05","3","17","15","2"
"60","100","""random""","0.6","0.05","12","99","89","10"
"60","100","""random""","0.6","0.05","13","99","89","10"
"60","100","""random""","0.6","0.05","14","100","90","10"
"61","100","""random""","0.7","0.05","4","29","26","3"
"61","100","""random""","0.7","0.05","5","39","36","3"
"61","100","""random""","0.7","0.05","6","52","48","4"
"61","100","""random""","0.7","0.05","7","63","58","5"
"61","100","""random""","0.7","0.05","8","76","69","7"
"61","100","""random""","0.7","0.05","9","82","74","8"
"61","100","""random""","0.7","0.05","10","88","80","8"
"61","100","""random""","0.7","0.05","11","90","81","9"
"61","100","""random""","0.7","0.05","12","92","83","9"
"61","100","""random""","0.7","0.05","13","95","86","9"
"61","100","""random""","0.7","0.05","14","97","88","9"
"61","100","""random""","0.7","0.05","15","98","88","10"
"58","100","""random""","0.6","0.05","6","55","49","6"
"61","100","""random""","0.7","0.05","16","98","88","10"
"61","100","""random""","0.7","0.05","17","98","88","10"
"61","100","""random""","0.7","0.05","18","99","89","10"
"61","100","""random""","0.7","0.05","19","100","90","10"
"62","100","""random""","0.7","0.05","0","0","0","0"
"62","100","""random""","0.7","0.05","1","6","4","2"
"62","100","""random""","0.7","0.05","2","17","15","2"
"62","100","""random""","0.7","0.05","3","32","30","2"
"62","100","""random""","0.7","0.05","4","42","40","2"
"62","100","""random""","0.7","0.05","5","48","45","3"
"62","100","""random""","0.7","0.05","6","59","55","4"
"58","100","""random""","0.6","0.05","7","67","61","6"
"62","100","""random""","0.7","0.05","7","70","63","7"
"62","100","""random""","0.7","0.05","8","78","70","8"
"63","100","""random""","0.7","0.05","0","0","0","0"
"62","100","""random""","0.7","0.05","9","86","78","8"
"62","100","""random""","0.7","0.05","10","87","79","8"
"62","100","""random""","0.7","0.05","11","90","82","8"
"63","100","""random""","0.7","0.05","1","6","6","0"
"62","100","""random""","0.7","0.05","12","92","84","8"
"58","100","""random""","0.6","0.05","8","72","66","6"
"62","100","""random""","0.7","0.05","13","92","84","8"
"62","100","""random""","0.7","0.05","14","93","85","8"
"62","100","""random""","0.7","0.05","15","96","88","8"
"62","100","""random""","0.7","0.05","16","96","88","8"
"63","100","""random""","0.7","0.05","2","12","11","1"
"62","100","""random""","0.7","0.05","17","97","89","8"
"62","100","""random""","0.7","0.05","18","97","89","8"
"62","100","""random""","0.7","0.05","19","97","89","8"
"62","100","""random""","0.7","0.05","20","98","90","8"
"62","100","""random""","0.7","0.05","21","98","90","8"
"62","100","""random""","0.7","0.05","22","98","90","8"
"63","100","""random""","0.7","0.05","3","23","22","1"
"62","100","""random""","0.7","0.05","23","98","90","8"
"62","100","""random""","0.7","0.05","24","98","90","8"
"62","100","""random""","0.7","0.05","25","98","90","8"
"62","100","""random""","0.7","0.05","26","98","90","8"
"62","100","""random""","0.7","0.05","27","98","90","8"
"62","100","""random""","0.7","0.05","28","98","90","8"
"63","100","""random""","0.7","0.05","4","27","26","1"
"62","100","""random""","0.7","0.05","29","98","90","8"
"62","100","""random""","0.7","0.05","30","98","90","8"
"62","100","""random""","0.7","0.05","31","98","90","8"
"62","100","""random""","0.7","0.05","32","98","90","8"
"62","100","""random""","0.7","0.05","33","98","90","8"
"62","100","""random""","0.7","0.05","34","98","90","8"
"62","100","""random""","0.7","0.05","35","98","90","8"
"62","100","""random""","0.7","0.05","36","98","90","8"
"62","100","""random""","0.7","0.05","37","98","90","8"
"63","100","""random""","0.7","0.05","5","29","28","1"
"62","100","""random""","0.7","0.05","38","98","90","8"
"62","100","""random""","0.7","0.05","39","98","90","8"
"62","100","""random""","0.7","0.05","40","98","90","8"
"62","100","""random""","0.7","0.05","41","98","90","8"
"62","100","""random""","0.7","0.05","42","99","90","9"
"63","100","""random""","0.7","0.05","6","34","33","1"
"62","100","""random""","0.7","0.05","43","99","90","9"
"62","100","""random""","0.7","0.05","44","99","90","9"
"62","100","""random""","0.7","0.05","45","99","90","9"
"62","100","""random""","0.7","0.05","46","99","90","9"
"62","100","""random""","0.7","0.05","47","99","90","9"
"62","100","""random""","0.7","0.05","48","99","90","9"
"63","100","""random""","0.7","0.05","7","42","40","2"
"62","100","""random""","0.7","0.05","49","99","90","9"
"62","100","""random""","0.7","0.05","50","99","90","9"
"62","100","""random""","0.7","0.05","51","99","90","9"
"62","100","""random""","0.7","0.05","52","99","90","9"
"62","100","""random""","0.7","0.05","53","99","90","9"
"62","100","""random""","0.7","0.05","54","99","90","9"
"63","100","""random""","0.7","0.05","8","55","50","5"
"58","100","""random""","0.6","0.05","9","74","68","6"
"62","100","""random""","0.7","0.05","55","99","90","9"
"62","100","""random""","0.7","0.05","56","99","90","9"
"62","100","""random""","0.7","0.05","57","99","90","9"
"62","100","""random""","0.7","0.05","58","100","90","10"
"63","100","""random""","0.7","0.05","9","68","62","6"
"63","100","""random""","0.7","0.05","10","73","66","7"
"63","100","""random""","0.7","0.05","11","80","72","8"
"63","100","""random""","0.7","0.05","12","82","74","8"
"63","100","""random""","0.7","0.05","13","85","77","8"
"63","100","""random""","0.7","0.05","14","90","82","8"
"63","100","""random""","0.7","0.05","15","90","82","8"
"63","100","""random""","0.7","0.05","16","90","82","8"
"63","100","""random""","0.7","0.05","17","93","84","9"
"63","100","""random""","0.7","0.05","18","94","85","9"
"63","100","""random""","0.7","0.05","19","95","86","9"
"63","100","""random""","0.7","0.05","20","95","86","9"
"63","100","""random""","0.7","0.05","21","98","89","9"
"63","100","""random""","0.7","0.05","22","98","89","9"
"63","100","""random""","0.7","0.05","23","98","89","9"
"63","100","""random""","0.7","0.05","24","98","89","9"
"63","100","""random""","0.7","0.05","25","98","89","9"
"63","100","""random""","0.7","0.05","26","98","89","9"
"58","100","""random""","0.6","0.05","10","80","74","6"
"63","100","""random""","0.7","0.05","27","98","89","9"
"63","100","""random""","0.7","0.05","28","98","89","9"
"63","100","""random""","0.7","0.05","29","98","89","9"
"63","100","""random""","0.7","0.05","30","98","89","9"
"63","100","""random""","0.7","0.05","31","98","89","9"
"63","100","""random""","0.7","0.05","32","99","89","10"
"63","100","""random""","0.7","0.05","33","100","90","10"
"64","100","""random""","0.7","0.05","0","0","0","0"
"64","100","""random""","0.7","0.05","1","3","3","0"
"64","100","""random""","0.7","0.05","2","11","11","0"
"58","100","""random""","0.6","0.05","11","87","80","7"
"58","100","""random""","0.6","0.05","12","90","83","7"
"64","100","""random""","0.7","0.05","3","16","16","0"
"58","100","""random""","0.6","0.05","13","92","84","8"
"58","100","""random""","0.6","0.05","14","94","85","9"
"58","100","""random""","0.6","0.05","15","95","86","9"
"64","100","""random""","0.7","0.05","4","18","18","0"
"58","100","""random""","0.6","0.05","16","95","86","9"
"58","100","""random""","0.6","0.05","17","96","87","9"
"64","100","""random""","0.7","0.05","5","26","26","0"
"58","100","""random""","0.6","0.05","18","97","88","9"
"59","100","""random""","0.6","0.05","2","8","8","0"
"58","100","""random""","0.6","0.05","19","98","89","9"
"58","100","""random""","0.6","0.05","20","98","89","9"
"58","100","""random""","0.6","0.05","21","98","89","9"
"58","100","""random""","0.6","0.05","22","98","89","9"
"64","100","""random""","0.7","0.05","6","33","31","2"
"58","100","""random""","0.6","0.05","23","98","89","9"
"58","100","""random""","0.6","0.05","24","98","89","9"
"58","100","""random""","0.6","0.05","25","99","90","9"
"59","100","""random""","0.6","0.05","3","13","13","0"
"58","100","""random""","0.6","0.05","26","99","90","9"
"64","100","""random""","0.7","0.05","7","45","42","3"
"64","100","""random""","0.7","0.05","8","59","56","3"
"59","100","""random""","0.6","0.05","4","20","20","0"
"64","100","""random""","0.7","0.05","9","70","65","5"
"64","100","""random""","0.7","0.05","10","79","73","6"
"59","100","""random""","0.6","0.05","5","31","27","4"
"64","100","""random""","0.7","0.05","11","83","77","6"
"64","100","""random""","0.7","0.05","12","89","82","7"
"59","100","""random""","0.6","0.05","6","48","41","7"
"65","100","""random""","0.7","0.05","0","0","0","0"
"64","100","""random""","0.7","0.05","13","93","86","7"
"64","100","""random""","0.7","0.05","14","94","87","7"
"64","100","""random""","0.7","0.05","15","94","87","7"
"64","100","""random""","0.7","0.05","16","94","87","7"
"64","100","""random""","0.7","0.05","17","97","88","9"
"64","100","""random""","0.7","0.05","18","97","88","9"
"64","100","""random""","0.7","0.05","19","98","89","9"
"64","100","""random""","0.7","0.05","20","98","89","9"
"59","100","""random""","0.6","0.05","7","63","56","7"
"64","100","""random""","0.7","0.05","21","99","90","9"
"64","100","""random""","0.7","0.05","22","99","90","9"
"64","100","""random""","0.7","0.05","23","99","90","9"
"64","100","""random""","0.7","0.05","24","99","90","9"
"59","100","""random""","0.6","0.05","8","69","62","7"
"64","100","""random""","0.7","0.05","25","100","90","10"
"65","100","""random""","0.7","0.05","1","7","6","1"
"59","100","""random""","0.6","0.05","9","74","67","7"
"59","100","""random""","0.6","0.05","10","79","72","7"
"65","100","""random""","0.7","0.05","2","13","11","2"
"59","100","""random""","0.6","0.05","11","85","78","7"
"59","100","""random""","0.6","0.05","12","90","83","7"
"59","100","""random""","0.6","0.05","13","90","83","7"
"59","100","""random""","0.6","0.05","14","90","83","7"
"59","100","""random""","0.6","0.05","15","91","84","7"
"59","100","""random""","0.6","0.05","16","93","86","7"
"59","100","""random""","0.6","0.05","17","94","87","7"
"59","100","""random""","0.6","0.05","18","95","88","7"
"65","100","""random""","0.7","0.05","3","34","31","3"
"59","100","""random""","0.6","0.05","19","95","88","7"
"59","100","""random""","0.6","0.05","20","96","89","7"
"59","100","""random""","0.6","0.05","21","96","89","7"
"59","100","""random""","0.6","0.05","22","96","89","7"
"59","100","""random""","0.6","0.05","23","97","89","8"
